id,value
Organic Chemicals.Alcohols.Sugar Alcohols.Xylitol,D02.033.800.936
Organic Chemicals.Aldehydes,D02.047
Organic Chemicals.Aldehydes.Acetaldehyde,D02.047.064
Organic Chemicals.Aldehydes.Acetaldehyde.Paraldehyde,D02.047.064.586
Organic Chemicals.Aldehydes.Acrolein,D02.047.122
Organic Chemicals.Aldehydes.Benzaldehydes,D02.047.222
Organic Chemicals.Aldehydes.Formaldehyde,D02.047.407
Organic Chemicals.Aldehydes.Formaldehyde.Formocresols,D02.047.407.518
Organic Chemicals.Aldehydes.Furaldehyde,D02.047.466
Organic Chemicals.Aldehydes.Glutaral,D02.047.532
Organic Chemicals.Aldehydes.Glyceraldehyde,D02.047.587
Organic Chemicals.Aldehydes.Glyceraldehyde.Glyceraldehyde 3-Phosphate,D02.047.587.450
Organic Chemicals.Aldehydes.Glyoxal,D02.047.644
Organic Chemicals.Aldehydes.Glyoxal.Phenylglyoxal,D02.047.644.620
Organic Chemicals.Aldehydes.Glyoxal.Pyruvaldehyde,D02.047.644.650
Organic Chemicals.Aldehydes.Malondialdehyde,D02.047.700
Organic Chemicals.Aldehydes.Malondialdehyde.Thiobarbituric Acid Reactive Substances,D02.047.700.700
Organic Chemicals.Aldehydes.o-Phthalaldehyde,D02.047.750
Organic Chemicals.Aldehydes.Retinaldehyde,D02.047.850
Organic Chemicals.Amides,D02.065
Organic Chemicals.Amides.Acetamides,D02.065.064
Organic Chemicals.Amides.Acetamides.2-Acetylaminofluorene,D02.065.064.150
Organic Chemicals.Amides.Acetamides.2-Acetylaminofluorene.Acetoxyacetylaminofluorene,D02.065.064.150.100
Organic Chemicals.Amides.Acetamides.2-Acetylaminofluorene.Hydroxyacetylaminofluorene,D02.065.064.150.400
Organic Chemicals.Amides.Acetamides.Allylisopropylacetamide,D02.065.064.189
Organic Chemicals.Amides.Acetamides.Benzeneacetamides,D02.065.064.294
Organic Chemicals.Amides.Acetamides.Benzeneacetamides.Bufexamac,D02.065.064.294.088
Organic Chemicals.Amides.Acetamides.Iodoacetamide,D02.065.064.400
Organic Chemicals.Amides.Acetamides.Linezolid,D02.065.064.463
Organic Chemicals.Amides.Acetamides.Oseltamivir,D02.065.064.525
Organic Chemicals.Amides.Acetamides.Piracetam,D02.065.064.650
Organic Chemicals.Amides.Acetamides.Thioacetamide,D02.065.064.786
Organic Chemicals.Amides.Acrylamides,D02.065.122
Organic Chemicals.Amides.Acrylamides.Acrylamide,D02.065.122.015
Organic Chemicals.Amides.Bimatoprost,D02.065.141
Organic Chemicals.Amides.Polyunsaturated Alkamides,D02.065.160
Organic Chemicals.Amides.Polyunsaturated Alkamides.Capsaicin,D02.065.160.500
Organic Chemicals.Amides.Anilides,D02.065.199
Organic Chemicals.Amides.Anilides.Acetanilides,D02.065.199.092
Organic Chemicals.Amides.Anilides.Acetanilides.Acetaminophen,D02.065.199.092.040
Organic Chemicals.Amides.Anilides.Acetanilides.Diamfenetide,D02.065.199.092.250
Organic Chemicals.Amides.Anilides.Acetanilides.Etidocaine,D02.065.199.092.325
Organic Chemicals.Amides.Anilides.Acetanilides.Inosine Pranobex,D02.065.199.092.450
Organic Chemicals.Amides.Anilides.Acetanilides.Lidocaine,D02.065.199.092.500
Organic Chemicals.Amides.Anilides.Acetanilides.Phenacetin,D02.065.199.092.700
Organic Chemicals.Amides.Anilides.Acetanilides.Practolol,D02.065.199.092.800
Organic Chemicals.Amides.Anilides.Acetanilides.Ranolazine,D02.065.199.092.850
Organic Chemicals.Amides.Anilides.Acetanilides.Trimecaine,D02.065.199.092.900
Organic Chemicals.Amides.Anilides.Benzoylarginine Nitroanilide,D02.065.199.200
Organic Chemicals.Amides.Anilides.Bupivacaine,D02.065.199.239
Organic Chemicals.Amides.Anilides.Carbanilides,D02.065.199.326
Organic Chemicals.Amides.Anilides.Carbanilides.Imidocarb,D02.065.199.326.400
Organic Chemicals.Amides.Anilides.Carbanilides.Nicarbazin,D02.065.199.326.550
Organic Chemicals.Amides.Anilides.Carboxin,D02.065.199.350
Organic Chemicals.Amides.Anilides.Encainide,D02.065.199.385
Organic Chemicals.Amides.Anilides.Flutamide,D02.065.199.420
Organic Chemicals.Amides.Anilides.Prilocaine,D02.065.199.750
Organic Chemicals.Amides.Anilides.Propanil,D02.065.199.789
Organic Chemicals.Amides.Anilides.Salicylanilides,D02.065.199.860
Organic Chemicals.Amides.Anilides.Salicylanilides.Niclosamide,D02.065.199.860.470
Organic Chemicals.Amides.Anilides.Salicylanilides.Oxyclozanide,D02.065.199.860.500
Organic Chemicals.Amides.Anilides.Salicylanilides.Rafoxanide,D02.065.199.860.600
Organic Chemicals.Amides.Anilides.Tocainide,D02.065.199.920
Organic Chemicals.Amides.Benzamides,D02.065.277
Organic Chemicals.Amides.Benzamides.Bezafibrate,D02.065.277.067
Organic Chemicals.Amides.Benzamides.Cisapride,D02.065.277.135
Organic Chemicals.Amides.Benzamides.DEET,D02.065.277.194
Organic Chemicals.Amides.Benzamides.Dinitolmide,D02.065.277.225
